"Data File","Setup Time","Position","Plate Type","Strain Type","Sample Number","Strain Name","Strain Number","Other","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",39.00,55.00,44.00,45.00,43.00,40.00,240.00,23.00,35.00,54.00,49.00,42.00,83.00,268.00,172.00,15.00,27.00,60.00,25.00,27.00,22.00,46.00,21.00,24.00,218.00,46.00,23.00,28.00,32.00,35.00,28.00,216.00,18.00,242.00,31.00,26.00,51.00,300.00,20.00,27.00,194.00,22.00,33.00,29.00,21.00,18.00,20.00,15.00,30.00,43.00,26.00,18.00,18.00,236.00,11.00,16.00,18.00,134.00,11.00,11.00,117.00,258.00,22.00,185.00,17.00,22.00,17.00,19.00,13.00,25.00,39.00,22.00,25.00,28.00,40.00,15.00,17.00,19.00,13.00,11.00,19.00,13.00,14.00,22.00,28.00,38.00,28.00,28.00,21.00,14.00,17.00,16.00,15.00,211.00,16.00,33.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",39.25,52.00,39.00,41.00,41.00,37.00,236.00,21.00,32.00,50.00,46.00,40.00,81.00,265.00,168.00,13.00,25.00,57.00,22.00,20.00,21.00,43.00,19.00,21.00,220.00,42.00,21.00,25.00,28.00,31.00,26.00,213.00,13.00,239.00,28.00,23.00,48.00,295.00,20.00,21.00,194.00,21.00,29.00,21.00,19.00,17.00,19.00,14.00,29.00,40.00,23.00,13.00,14.00,229.00,11.00,11.00,15.00,133.00,11.00,11.00,118.00,256.00,18.00,183.00,14.00,19.00,13.00,16.00,11.00,25.00,36.00,20.00,24.00,26.00,37.00,13.00,15.00,19.00,11.00,11.00,19.00,14.00,11.00,19.00,26.00,36.00,28.00,25.00,18.00,11.00,14.00,13.00,15.00,212.00,13.00,33.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",39.50,51.00,41.00,40.00,40.00,38.00,235.00,21.00,31.00,50.00,43.00,38.00,80.00,265.00,164.00,16.00,26.00,57.00,22.00,21.00,22.00,41.00,18.00,21.00,218.00,41.00,21.00,24.00,28.00,29.00,27.00,212.00,14.00,238.00,30.00,25.00,46.00,295.00,19.00,21.00,198.00,21.00,30.00,23.00,19.00,18.00,18.00,16.00,27.00,40.00,28.00,17.00,14.00,228.00,11.00,13.00,16.00,135.00,11.00,11.00,119.00,260.00,19.00,186.00,15.00,20.00,13.00,17.00,12.00,25.00,38.00,20.00,26.00,28.00,40.00,16.00,16.00,18.00,11.00,13.00,18.00,13.00,15.00,21.00,26.00,39.00,29.00,23.00,19.00,14.00,15.00,15.00,15.00,214.00,15.00,33.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",39.75,50.00,40.00,40.00,39.00,37.00,235.00,20.00,31.00,51.00,43.00,37.00,80.00,266.00,163.00,13.00,25.00,55.00,21.00,21.00,21.00,42.00,19.00,22.00,220.00,40.00,20.00,23.00,28.00,28.00,24.00,212.00,14.00,239.00,28.00,24.00,46.00,294.00,18.00,21.00,199.00,18.00,27.00,19.00,17.00,15.00,16.00,14.00,29.00,41.00,23.00,13.00,13.00,227.00,11.00,12.00,17.00,133.00,11.00,11.00,120.00,258.00,16.00,186.00,15.00,19.00,11.00,15.00,11.00,22.00,35.00,20.00,23.00,26.00,38.00,12.00,17.00,18.00,11.00,11.00,16.00,11.00,11.00,21.00,24.00,34.00,27.00,22.00,17.00,11.00,14.00,15.00,13.00,214.00,14.00,32.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",40.00,55.00,44.00,45.00,44.00,41.00,238.00,22.00,32.00,53.00,47.00,43.00,84.00,269.00,171.00,16.00,30.00,58.00,25.00,25.00,24.00,48.00,21.00,26.00,223.00,43.00,24.00,28.00,31.00,31.00,28.00,214.00,17.00,241.00,32.00,28.00,50.00,297.00,22.00,27.00,206.00,21.00,32.00,27.00,20.00,19.00,18.00,16.00,30.00,42.00,27.00,19.00,18.00,231.00,11.00,15.00,18.00,136.00,11.00,11.00,123.00,264.00,22.00,192.00,20.00,21.00,16.00,19.00,13.00,27.00,39.00,22.00,28.00,27.00,40.00,19.00,19.00,20.00,13.00,14.00,20.00,15.00,15.00,21.00,26.00,39.00,33.00,24.00,23.00,17.00,18.00,17.00,16.00,215.00,16.00,34.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",40.25,50.00,38.00,41.00,38.00,36.00,238.00,19.00,26.00,49.00,42.00,38.00,78.00,266.00,167.00,11.00,23.00,55.00,19.00,20.00,20.00,42.00,17.00,21.00,220.00,42.00,20.00,24.00,27.00,28.00,25.00,213.00,12.00,240.00,27.00,23.00,45.00,297.00,18.00,22.00,206.00,17.00,26.00,22.00,16.00,15.00,14.00,11.00,28.00,38.00,22.00,14.00,14.00,231.00,11.00,11.00,14.00,134.00,11.00,11.00,119.00,260.00,16.00,191.00,14.00,18.00,11.00,15.00,11.00,20.00,34.00,16.00,23.00,25.00,39.00,13.00,13.00,17.00,11.00,11.00,16.00,11.00,11.00,18.00,23.00,34.00,26.00,21.00,18.00,11.00,13.00,11.00,14.00,212.00,11.00,30.00,30.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",40.50,59.00,47.00,47.00,46.00,42.00,246.00,25.00,35.00,53.00,47.00,42.00,84.00,272.00,177.00,18.00,30.00,63.00,25.00,24.00,25.00,48.00,21.00,25.00,223.00,51.00,25.00,30.00,33.00,36.00,30.00,219.00,17.00,245.00,31.00,29.00,50.00,303.00,24.00,29.00,211.00,24.00,33.00,31.00,23.00,20.00,19.00,17.00,31.00,46.00,27.00,19.00,19.00,239.00,14.00,16.00,19.00,134.00,11.00,11.00,126.00,263.00,23.00,201.00,20.00,21.00,16.00,20.00,15.00,27.00,39.00,22.00,24.00,32.00,45.00,18.00,18.00,20.00,13.00,12.00,19.00,14.00,15.00,22.00,29.00,41.00,34.00,28.00,26.00,17.00,18.00,16.00,16.00,213.00,14.00,33.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",40.75,54.00,46.00,44.00,41.00,40.00,243.00,21.00,30.00,52.00,45.00,40.00,82.00,269.00,174.00,17.00,27.00,60.00,22.00,24.00,25.00,44.00,20.00,21.00,224.00,45.00,21.00,28.00,33.00,32.00,29.00,216.00,15.00,243.00,30.00,27.00,50.00,300.00,20.00,26.00,210.00,19.00,31.00,27.00,20.00,15.00,17.00,16.00,29.00,41.00,26.00,16.00,17.00,237.00,11.00,13.00,17.00,133.00,11.00,11.00,124.00,263.00,18.00,198.00,17.00,21.00,16.00,17.00,14.00,24.00,40.00,21.00,23.00,29.00,41.00,16.00,17.00,19.00,11.00,11.00,18.00,12.00,14.00,23.00,26.00,38.00,31.00,24.00,21.00,15.00,16.00,12.00,15.00,214.00,16.00,33.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",41.00,51.00,42.00,44.00,38.00,39.00,240.00,21.00,33.00,53.00,47.00,40.00,81.00,267.00,169.00,16.00,25.00,57.00,23.00,23.00,22.00,45.00,21.00,22.00,225.00,41.00,24.00,26.00,28.00,30.00,27.00,214.00,17.00,241.00,31.00,28.00,49.00,297.00,17.00,24.00,214.00,20.00,30.00,23.00,20.00,18.00,19.00,15.00,30.00,39.00,27.00,15.00,17.00,231.00,11.00,15.00,17.00,137.00,11.00,12.00,126.00,265.00,19.00,199.00,17.00,22.00,15.00,16.00,13.00,27.00,39.00,23.00,24.00,28.00,40.00,19.00,20.00,21.00,13.00,12.00,19.00,15.00,16.00,24.00,27.00,38.00,28.00,25.00,20.00,14.00,16.00,17.00,17.00,219.00,15.00,35.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",41.25,53.00,45.00,44.00,38.00,37.00,241.00,22.00,31.00,50.00,46.00,42.00,82.00,271.00,171.00,14.00,26.00,58.00,23.00,23.00,22.00,45.00,18.00,23.00,224.00,43.00,22.00,27.00,29.00,31.00,28.00,214.00,14.00,242.00,30.00,25.00,47.00,298.00,19.00,26.00,215.00,19.00,32.00,27.00,20.00,17.00,16.00,13.00,28.00,41.00,26.00,16.00,18.00,235.00,11.00,15.00,17.00,136.00,11.00,11.00,127.00,267.00,20.00,201.00,18.00,20.00,14.00,16.00,14.00,23.00,38.00,19.00,25.00,28.00,41.00,15.00,17.00,20.00,12.00,11.00,20.00,14.00,15.00,21.00,26.00,38.00,30.00,24.00,20.00,15.00,14.00,15.00,16.00,215.00,16.00,32.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",41.50,52.00,40.00,43.00,39.00,38.00,240.00,19.00,30.00,50.00,44.00,39.00,80.00,269.00,170.00,15.00,25.00,55.00,24.00,21.00,21.00,43.00,18.00,21.00,225.00,43.00,21.00,26.00,28.00,30.00,26.00,214.00,15.00,241.00,29.00,24.00,47.00,297.00,18.00,24.00,218.00,18.00,29.00,23.00,18.00,17.00,18.00,14.00,28.00,42.00,26.00,17.00,16.00,232.00,11.00,13.00,15.00,134.00,11.00,11.00,128.00,265.00,18.00,201.00,16.00,19.00,14.00,15.00,12.00,23.00,36.00,18.00,23.00,26.00,38.00,14.00,17.00,19.00,12.00,11.00,17.00,13.00,15.00,20.00,27.00,38.00,30.00,21.00,19.00,12.00,15.00,13.00,15.00,217.00,15.00,33.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",41.75,55.00,45.00,45.00,41.00,42.00,246.00,22.00,33.00,53.00,46.00,43.00,84.00,271.00,176.00,17.00,29.00,61.00,24.00,24.00,24.00,46.00,18.00,24.00,224.00,46.00,24.00,28.00,31.00,34.00,30.00,217.00,17.00,245.00,31.00,26.00,50.00,301.00,21.00,27.00,219.00,22.00,32.00,28.00,21.00,17.00,20.00,16.00,31.00,43.00,27.00,19.00,17.00,238.00,11.00,17.00,17.00,135.00,11.00,11.00,131.00,267.00,20.00,206.00,19.00,22.00,17.00,19.00,14.00,28.00,41.00,20.00,25.00,28.00,43.00,17.00,17.00,18.00,12.00,11.00,19.00,14.00,16.00,23.00,29.00,38.00,32.00,25.00,21.00,15.00,17.00,12.00,16.00,216.00,14.00,35.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",42.00,54.00,43.00,44.00,41.00,40.00,244.00,20.00,30.00,51.00,44.00,40.00,82.00,272.00,174.00,15.00,27.00,60.00,24.00,23.00,23.00,44.00,19.00,23.00,225.00,44.00,23.00,28.00,32.00,32.00,28.00,218.00,15.00,243.00,31.00,27.00,48.00,300.00,20.00,27.00,221.00,21.00,30.00,26.00,20.00,16.00,19.00,15.00,30.00,42.00,27.00,17.00,16.00,237.00,11.00,13.00,19.00,133.00,11.00,11.00,131.00,267.00,20.00,208.00,18.00,21.00,15.00,18.00,14.00,24.00,38.00,21.00,23.00,27.00,43.00,17.00,18.00,19.00,14.00,11.00,19.00,13.00,15.00,23.00,26.00,39.00,30.00,24.00,22.00,14.00,15.00,14.00,15.00,216.00,13.00,33.00,30.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",42.25,52.00,43.00,45.00,40.00,41.00,246.00,21.00,30.00,51.00,44.00,39.00,82.00,272.00,173.00,16.00,25.00,57.00,23.00,23.00,24.00,44.00,19.00,21.00,225.00,44.00,22.00,26.00,30.00,32.00,28.00,216.00,16.00,243.00,30.00,27.00,47.00,300.00,20.00,25.00,222.00,21.00,30.00,27.00,20.00,17.00,17.00,14.00,29.00,40.00,27.00,17.00,16.00,235.00,11.00,13.00,17.00,132.00,11.00,11.00,132.00,268.00,18.00,210.00,16.00,21.00,14.00,20.00,13.00,26.00,37.00,21.00,23.00,27.00,40.00,16.00,16.00,18.00,13.00,12.00,19.00,13.00,13.00,22.00,26.00,36.00,30.00,24.00,20.00,15.00,15.00,15.00,16.00,218.00,16.00,33.00,30.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",42.50,54.00,42.00,45.00,42.00,41.00,246.00,21.00,30.00,51.00,45.00,38.00,82.00,273.00,176.00,15.00,27.00,57.00,24.00,24.00,24.00,46.00,19.00,23.00,226.00,45.00,21.00,26.00,29.00,33.00,26.00,217.00,15.00,243.00,31.00,25.00,48.00,301.00,20.00,24.00,224.00,22.00,32.00,27.00,21.00,17.00,18.00,14.00,29.00,42.00,25.00,17.00,18.00,239.00,11.00,13.00,17.00,133.00,11.00,11.00,133.00,268.00,20.00,212.00,19.00,21.00,15.00,17.00,12.00,25.00,38.00,21.00,22.00,25.00,42.00,15.00,14.00,19.00,11.00,11.00,18.00,12.00,13.00,22.00,26.00,36.00,28.00,22.00,21.00,14.00,15.00,13.00,14.00,216.00,12.00,33.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",42.75,57.00,44.00,47.00,44.00,43.00,249.00,23.00,33.00,52.00,46.00,40.00,84.00,274.00,178.00,19.00,28.00,63.00,26.00,24.00,26.00,47.00,20.00,25.00,229.00,48.00,25.00,28.00,31.00,35.00,28.00,220.00,17.00,246.00,32.00,28.00,50.00,302.00,23.00,30.00,227.00,23.00,33.00,29.00,24.00,20.00,20.00,16.00,32.00,43.00,29.00,19.00,20.00,241.00,12.00,17.00,19.00,136.00,12.00,11.00,136.00,271.00,22.00,214.00,19.00,22.00,16.00,21.00,14.00,26.00,41.00,24.00,27.00,28.00,43.00,19.00,16.00,20.00,14.00,12.00,20.00,16.00,13.00,22.00,30.00,37.00,31.00,25.00,21.00,15.00,18.00,15.00,16.00,214.00,17.00,35.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",43.00,55.00,46.00,47.00,45.00,41.00,251.00,22.00,32.00,52.00,47.00,42.00,85.00,276.00,180.00,18.00,29.00,65.00,24.00,26.00,26.00,46.00,20.00,23.00,226.00,49.00,26.00,31.00,31.00,35.00,29.00,221.00,18.00,247.00,32.00,28.00,52.00,304.00,22.00,30.00,230.00,20.00,36.00,32.00,23.00,18.00,19.00,15.00,31.00,41.00,29.00,21.00,19.00,243.00,11.00,16.00,20.00,132.00,11.00,11.00,138.00,272.00,21.00,218.00,18.00,22.00,18.00,20.00,15.00,26.00,41.00,22.00,24.00,28.00,43.00,17.00,17.00,20.00,11.00,11.00,19.00,15.00,16.00,24.00,28.00,39.00,30.00,27.00,22.00,15.00,19.00,15.00,15.00,215.00,18.00,36.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",43.25,53.00,43.00,46.00,41.00,40.00,246.00,20.00,32.00,49.00,46.00,39.00,81.00,274.00,176.00,15.00,27.00,60.00,21.00,24.00,23.00,43.00,17.00,23.00,226.00,45.00,22.00,27.00,31.00,32.00,28.00,218.00,14.00,244.00,29.00,24.00,48.00,302.00,19.00,26.00,230.00,22.00,31.00,28.00,21.00,17.00,16.00,16.00,28.00,42.00,28.00,19.00,17.00,240.00,11.00,13.00,17.00,133.00,11.00,11.00,138.00,272.00,20.00,215.00,17.00,20.00,15.00,18.00,12.00,25.00,39.00,19.00,22.00,26.00,40.00,18.00,15.00,19.00,13.00,11.00,19.00,13.00,15.00,21.00,27.00,34.00,29.00,26.00,20.00,14.00,14.00,13.00,14.00,217.00,15.00,34.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",43.50,57.00,46.00,47.00,44.00,42.00,250.00,22.00,33.00,54.00,48.00,42.00,85.00,277.00,181.00,18.00,29.00,64.00,27.00,25.00,25.00,46.00,21.00,25.00,229.00,49.00,24.00,29.00,34.00,33.00,31.00,221.00,17.00,245.00,34.00,29.00,51.00,304.00,22.00,28.00,231.00,25.00,35.00,28.00,22.00,19.00,19.00,16.00,31.00,43.00,28.00,19.00,22.00,242.00,12.00,15.00,18.00,136.00,11.00,11.00,140.00,273.00,21.00,220.00,19.00,22.00,17.00,18.00,14.00,25.00,41.00,24.00,25.00,29.00,43.00,18.00,18.00,19.00,15.00,12.00,20.00,15.00,14.00,22.00,27.00,42.00,32.00,27.00,23.00,17.00,20.00,15.00,16.00,217.00,16.00,36.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",43.75,47.00,36.00,38.00,36.00,36.00,242.00,19.00,29.00,50.00,43.00,38.00,78.00,270.00,170.00,14.00,22.00,54.00,21.00,19.00,21.00,44.00,15.00,19.00,228.00,42.00,18.00,23.00,27.00,27.00,24.00,214.00,12.00,242.00,27.00,24.00,44.00,298.00,14.00,21.00,232.00,17.00,28.00,24.00,17.00,16.00,14.00,14.00,28.00,38.00,23.00,14.00,13.00,233.00,11.00,11.00,13.00,133.00,11.00,11.00,141.00,270.00,17.00,216.00,16.00,19.00,12.00,14.00,11.00,21.00,35.00,17.00,23.00,23.00,37.00,12.00,15.00,18.00,11.00,11.00,17.00,12.00,11.00,21.00,25.00,34.00,26.00,20.00,16.00,11.00,13.00,13.00,14.00,219.00,13.00,33.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",44.00,51.00,41.00,43.00,39.00,38.00,247.00,17.00,28.00,50.00,43.00,39.00,81.00,271.00,176.00,13.00,26.00,58.00,21.00,21.00,22.00,44.00,17.00,21.00,228.00,42.00,21.00,26.00,28.00,29.00,26.00,216.00,13.00,244.00,29.00,25.00,45.00,298.00,16.00,24.00,232.00,18.00,31.00,25.00,20.00,16.00,16.00,13.00,27.00,39.00,26.00,14.00,14.00,238.00,11.00,12.00,17.00,134.00,11.00,11.00,145.00,271.00,14.00,219.00,16.00,18.00,15.00,17.00,11.00,23.00,39.00,20.00,22.00,25.00,39.00,14.00,15.00,20.00,11.00,11.00,16.00,13.00,11.00,19.00,24.00,36.00,27.00,22.00,18.00,13.00,13.00,13.00,15.00,217.00,14.00,33.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",44.25,53.00,42.00,44.00,40.00,38.00,246.00,18.00,30.00,50.00,46.00,38.00,82.00,272.00,176.00,15.00,25.00,60.00,22.00,21.00,21.00,44.00,16.00,22.00,228.00,45.00,22.00,24.00,30.00,30.00,27.00,218.00,14.00,245.00,29.00,25.00,48.00,300.00,21.00,26.00,237.00,19.00,32.00,24.00,20.00,16.00,16.00,13.00,28.00,40.00,27.00,18.00,16.00,237.00,11.00,14.00,16.00,135.00,11.00,11.00,145.00,271.00,20.00,221.00,16.00,18.00,15.00,17.00,11.00,24.00,37.00,20.00,24.00,25.00,42.00,17.00,16.00,18.00,12.00,11.00,18.00,12.00,13.00,21.00,26.00,35.00,29.00,25.00,21.00,14.00,13.00,15.00,14.00,218.00,14.00,33.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",44.50,50.00,39.00,41.00,39.00,37.00,245.00,20.00,30.00,50.00,44.00,40.00,80.00,272.00,174.00,15.00,26.00,55.00,22.00,21.00,20.00,45.00,19.00,21.00,230.00,43.00,22.00,25.00,29.00,29.00,26.00,216.00,14.00,245.00,30.00,24.00,47.00,298.00,17.00,23.00,234.00,20.00,30.00,24.00,19.00,16.00,17.00,15.00,27.00,38.00,24.00,17.00,17.00,237.00,11.00,12.00,13.00,134.00,11.00,11.00,148.00,273.00,17.00,223.00,16.00,19.00,14.00,15.00,13.00,23.00,35.00,20.00,22.00,24.00,38.00,15.00,15.00,18.00,11.00,11.00,18.00,11.00,12.00,19.00,24.00,35.00,31.00,22.00,20.00,11.00,15.00,12.00,14.00,220.00,12.00,33.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",44.75,49.00,40.00,39.00,36.00,36.00,245.00,20.00,29.00,50.00,45.00,39.00,82.00,272.00,172.00,15.00,25.00,54.00,22.00,22.00,22.00,43.00,17.00,21.00,230.00,40.00,20.00,24.00,26.00,28.00,25.00,215.00,14.00,242.00,29.00,25.00,45.00,300.00,17.00,23.00,237.00,19.00,31.00,24.00,18.00,18.00,17.00,12.00,26.00,40.00,25.00,15.00,14.00,235.00,11.00,12.00,16.00,136.00,11.00,11.00,147.00,273.00,18.00,223.00,15.00,18.00,12.00,16.00,11.00,22.00,34.00,18.00,24.00,26.00,38.00,15.00,14.00,19.00,11.00,11.00,17.00,11.00,12.00,19.00,26.00,33.00,26.00,22.00,17.00,12.00,13.00,14.00,14.00,223.00,14.00,32.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",45.00,51.00,41.00,43.00,40.00,38.00,245.00,23.00,33.00,54.00,45.00,41.00,84.00,274.00,174.00,15.00,27.00,56.00,23.00,22.00,23.00,47.00,20.00,22.00,232.00,43.00,21.00,25.00,31.00,29.00,27.00,215.00,15.00,245.00,30.00,25.00,48.00,299.00,21.00,24.00,240.00,20.00,34.00,24.00,20.00,18.00,19.00,15.00,30.00,43.00,28.00,17.00,15.00,236.00,11.00,14.00,15.00,138.00,11.00,11.00,153.00,276.00,20.00,227.00,18.00,22.00,14.00,16.00,13.00,24.00,37.00,20.00,24.00,27.00,40.00,15.00,19.00,19.00,11.00,11.00,17.00,14.00,15.00,22.00,27.00,35.00,32.00,22.00,19.00,13.00,15.00,14.00,17.00,223.00,15.00,34.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",45.25,52.00,40.00,43.00,41.00,38.00,245.00,23.00,32.00,49.00,44.00,40.00,80.00,274.00,174.00,16.00,25.00,56.00,24.00,23.00,23.00,46.00,18.00,22.00,231.00,44.00,21.00,26.00,28.00,28.00,27.00,216.00,15.00,246.00,28.00,23.00,46.00,300.00,20.00,23.00,243.00,19.00,32.00,23.00,18.00,17.00,16.00,13.00,28.00,40.00,29.00,19.00,16.00,238.00,11.00,12.00,16.00,136.00,11.00,11.00,153.00,274.00,18.00,227.00,18.00,21.00,15.00,16.00,13.00,23.00,37.00,19.00,25.00,27.00,40.00,16.00,17.00,18.00,11.00,11.00,17.00,12.00,12.00,20.00,25.00,36.00,28.00,23.00,20.00,12.00,15.00,13.00,16.00,222.00,12.00,31.00,32.00
